transaction_id,customer_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud
TX_1848d703,CUST_39368,5818159549941453,2024-09-30 00:02:15.769364+00:00,Entertainment,streaming,HBO Max,625.33,MXN,Mexico,Unknown City,medium,Basic Debit,False,iOS App,mobile,59a454338614c8592e0d97694c14358f,232.229.217.134,1,True,0,False,"{'num_transactions': 1075, 'total_amount': 16096007.318447402, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 616285.0642519189}",False
TX_32a069e0,CUST_18463,6641462027227036,2024-09-30 00:02:16.204001+00:00,Restaurant,premium,Ruth's Chris,264.65,CAD,Canada,Unknown City,medium,Basic Credit,False,Firefox,web,83e1b2bd1319fd25ec6b377df38d0e52,32.151.183.94,0,False,0,False,"{'num_transactions': 808, 'total_amount': 18426180.5041594, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2479285.921795345}",False
TX_b7d6ecb3,CUST_51282,376959492537801,2024-09-30 00:02:16.290311+00:00,Travel,transport,Uber,2.11,SGD,Singapore,Unknown City,medium,Premium Debit,False,Android App,mobile,eb81c74cfa4a966535c529133b205d5e,188.136.59.164,1,True,0,False,"{'num_transactions': 902, 'total_amount': 29355523.228196353, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1864144.27785299}",True
TX_0dcb39d2,CUST_82888,4292440182235454,2024-09-30 00:02:16.465501+00:00,Grocery,online,FreshDirect,22117.97,RUB,Russia,Unknown City,medium,Basic Debit,False,Firefox,web,88107ea7662261add38adf7d41d9728f,210.70.220.87,0,False,0,False,"{'num_transactions': 474, 'total_amount': 16001968.00352908, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 995543.9256056626}",False
TX_d49f7f03,CUST_28995,4209342759099473,2024-09-30 00:02:18.325728+00:00,Gas,local,Local Gas Station,332.73,GBP,UK,Unknown City,medium,Gold Credit,False,Chrome,web,406ade30340646e4942abaf4db50f403,28.192.219.217,1,False,0,False,"{'num_transactions': 830, 'total_amount': 53699962.769808926, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1992606.7050123739}",False
TX_bff8d154,CUST_59187,373123292566014,2024-09-30 00:02:18.427630+00:00,Entertainment,gaming,Epic Games,105.77,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Chrome,web,e857b2798c5a8e03bc01e8f6150bb372,74.178.224.190,1,True,0,False,"{'num_transactions': 730, 'total_amount': 27326085.22372809, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2856541.8146725204}",True
TX_1b8a2d2b,CUST_36676,377600105878872,2024-09-30 00:02:18.520808+00:00,Entertainment,streaming,Netflix,425.32,SGD,Singapore,Unknown City,medium,Gold Credit,False,Android App,mobile,0346dc6dfab73be641237b698bd4b0c2,85.162.121.140,0,True,0,False,"{'num_transactions': 50, 'total_amount': 1418501.7285334044, 'unique_merchants': 38, 'unique_countries': 5, 'max_single_amount': 1011447.4117528169}",False
TX_56fd2837,CUST_37061,375745471077435,2024-09-30 00:02:18.549818+00:00,Grocery,physical,Trader Joe's,339.88,EUR,France,Unknown City,medium,Gold Credit,False,Firefox,web,2e3ae9fee27181a041c550a8253bf3ed,159.135.28.208,0,False,0,False,"{'num_transactions': 339, 'total_amount': 8766469.754615773, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 1024973.1989070417}",False
TX_513ecf1c,CUST_94157,6658142418812907,2024-09-30 00:02:18.895916+00:00,Retail,physical,Target,1143.65,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Safari,web,63361c47082beff7d45012655b71af60,53.15.194.168,1,False,0,False,"{'num_transactions': 821, 'total_amount': 21499399.797131304, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1867917.996960174}",True
TX_17aa4ed2,CUST_20457,5561373316214833,2024-09-30 00:02:20.715577+00:00,Entertainment,events,AMC Theaters,29479.38,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Edge,web,66e8873d87b2fff1c1a5ba3284d6b0d5,125.35.21.179,1,True,0,False,"{'num_transactions': 1226, 'total_amount': 58352901.12911772, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4643737.9150974015}",False
TX_4a85349f,CUST_17930,4252479494939245,2024-09-30 00:02:20.912694+00:00,Grocery,online,Instacart,24198.72,JPY,Japan,Unknown City,medium,Basic Debit,False,Chrome,web,4e368b6134b6165974d9aaf99f744410,117.203.245.161,0,False,0,False,"{'num_transactions': 1413, 'total_amount': 70051511.87797543, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2940543.270383781}",False
TX_3f5e737c,CUST_17424,4583894234403643,2024-09-30 00:02:21.214091+00:00,Gas,local,Highway Gas Stop,85108.26,RUB,Russia,Unknown City,medium,Gold Credit,True,Magnetic Stripe,pos,841f31934a477393450f9f1a17cd306b,73.95.15.23,1,False,0,False,"{'num_transactions': 65, 'total_amount': 1354854.3412191176, 'unique_merchants': 50, 'unique_countries': 12, 'max_single_amount': 420699.1666884318}",True
TX_bd11459f,CUST_50255,5745456956540796,2024-09-30 00:02:21.344056+00:00,Gas,local,Highway Gas Stop,261938.0,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Firefox,web,8f558d074f6925c2e23a3f19029651ea,216.188.196.123,0,False,0,False,"{'num_transactions': 831, 'total_amount': 180155116.54060057, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2835458.5606799647}",False
TX_ecc5ee0f,CUST_95569,5445384203910120,2024-09-30 00:02:23.424431+00:00,Restaurant,fast_food,Taco Bell,35.99,GBP,UK,Unknown City,medium,Basic Credit,False,Edge,web,fe94654b27e9c558415337e926078763,20.27.240.184,0,False,0,False,"{'num_transactions': 427, 'total_amount': 7988002.562416355, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 3147972.230588593}",False
TX_45b76a4e,CUST_29204,6222409918587900,2024-09-30 00:02:23.912630+00:00,Travel,hotels,Hyatt,8238.81,MXN,Mexico,Unknown City,medium,Premium Debit,False,Firefox,web,0ef69f052822b294a8e9abe339e84814,185.242.149.194,0,True,0,False,"{'num_transactions': 950, 'total_amount': 28457906.44799825, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3872906.4018751644}",False
TX_33df045b,CUST_29244,4815595468049669,2024-09-30 00:02:24.047581+00:00,Healthcare,medical,Local Hospital,1032.19,CAD,Canada,Unknown City,medium,Basic Credit,False,Chrome,web,f91ba7fa609cc4e484622baacee81387,185.78.181.204,1,False,0,False,"{'num_transactions': 635, 'total_amount': 18208382.62377579, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1837418.9961923943}",True
TX_20777437,CUST_62639,6100745669345247,2024-09-30 00:02:26.028752+00:00,Healthcare,pharmacy,Rite Aid,1031996.01,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Firefox,web,49708de5629b9643393d0ed85654d5b0,43.214.29.190,1,False,0,False,"{'num_transactions': 1275, 'total_amount': 31451471.677296642, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1882401.7311226088}",True
TX_dc28a82f,CUST_36923,5511118151944759,2024-09-30 00:02:26.101722+00:00,Grocery,online,FreshDirect,166.5,GBP,UK,Unknown City,medium,Basic Debit,False,Android App,mobile,fe1b920489d3247978aadbbd834c6b5d,148.157.162.215,0,False,0,False,"{'num_transactions': 1352, 'total_amount': 28175729.52433024, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2278436.795255939}",False
TX_3979ec52,CUST_62561,4636486298823076,2024-09-30 00:02:26.249226+00:00,Restaurant,premium,Ruth's Chris,11014.97,BRL,Brazil,Unknown City,medium,Basic Debit,False,Safari,web,fba987fda2fff9fb58b6b75fafcfa7a9,108.61.246.81,1,False,0,False,"{'num_transactions': 174, 'total_amount': 15859306.694550933, 'unique_merchants': 83, 'unique_countries': 12, 'max_single_amount': 1754500.3035135425}",True
TX_9898a3ac,CUST_12030,5997434772345216,2024-09-30 00:02:26.629727+00:00,Travel,booking,Booking.com,9501.29,EUR,France,Unknown City,medium,Premium Debit,False,Edge,web,526f50637bcaec6e9cb0f2d24cda91c2,110.126.120.182,1,True,0,False,"{'num_transactions': 1408, 'total_amount': 64340466.38146088, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5804585.25343258}",True
TX_5a2a0de1,CUST_60928,4991376377771636,2024-09-30 00:02:26.997640+00:00,Education,supplies,University Bookstore,8401.96,BRL,Brazil,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,a2a444321793e8acdcd37d27cf8ce17f,214.197.13.144,1,False,0,False,"{'num_transactions': 979, 'total_amount': 33133223.798700143, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3396284.0602253284}",True
TX_ec8e0334,CUST_10718,372065706187880,2024-09-30 00:02:27.465305+00:00,Entertainment,events,Ticketmaster,1751.44,NGN,Nigeria,Unknown City,medium,Basic Debit,False,iOS App,mobile,f553655505dcfe49cd8b87b8dad809a4,163.101.11.62,1,True,0,False,"{'num_transactions': 882, 'total_amount': 14550262.319234356, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 854791.9661432323}",True
TX_3250d0f9,CUST_75844,4885460989512254,2024-09-30 00:02:27.638604+00:00,Entertainment,gaming,Nintendo eShop,141.92,CAD,Canada,Unknown City,medium,Basic Credit,False,Safari,web,d592cace7647c0391570d0b80673cce9,197.177.84.141,1,True,0,False,"{'num_transactions': 1192, 'total_amount': 48702611.701366305, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2285370.2181656715}",False
TX_3d549e62,CUST_20683,6744319939652188,2024-09-30 00:02:27.819272+00:00,Education,supplies,Barnes & Noble,305.75,EUR,Germany,Unknown City,medium,Premium Debit,False,Chrome,web,db1252e242f21bf1d7e3c39f68dbc191,240.166.86.217,0,False,0,False,"{'num_transactions': 926, 'total_amount': 27388241.698102772, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2422820.4457139336}",False
TX_59ae3a14,CUST_93248,6701494088253616,2024-09-30 00:02:29.029087+00:00,Travel,airlines,Delta,180373.32,JPY,Japan,Unknown City,medium,Premium Debit,False,Edge,web,cef57c0e84ad46ab3660d6bad8ac8b64,235.214.67.97,0,True,0,False,"{'num_transactions': 811, 'total_amount': 60281292.81801083, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5232996.39060378}",False
TX_60dc4d08,CUST_24767,4443496545913953,2024-09-30 00:02:29.209584+00:00,Healthcare,pharmacy,Walgreens,636156.57,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,iOS App,mobile,8b8fd1767599a01c26dae3b2f44b72fc,81.154.142.37,0,False,0,False,"{'num_transactions': 953, 'total_amount': 287009736.8049418, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1589946.034326415}",False
TX_72192c49,CUST_20040,4473706522048687,2024-09-30 00:02:30.031447+00:00,Gas,local,Local Gas Station,6852.17,MXN,Mexico,Unknown City,medium,Gold Credit,False,Safari,web,b3029f9489ae2e424bd25aa3cf834ffe,42.9.139.226,0,False,0,False,"{'num_transactions': 720, 'total_amount': 22273027.42485481, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3287525.1082933987}",False
TX_e7e000e9,CUST_12448,5029075972466955,2024-09-30 00:02:31.396200+00:00,Restaurant,premium,Nobu,655365.18,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Android App,mobile,d468e78d7ca98d52866a5c3b1bfa625f,157.213.171.198,0,False,0,False,"{'num_transactions': 1061, 'total_amount': 343132280.7590107, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1614716.3473463128}",False
TX_1c7de2af,CUST_75876,5645540084696165,2024-09-30 00:02:32.323267+00:00,Restaurant,premium,Nobu,1.01,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Firefox,web,361676e9281da96801eb9d887104cab5,200.235.14.195,1,False,0,False,"{'num_transactions': 128, 'total_amount': 5165841.740666956, 'unique_merchants': 74, 'unique_countries': 12, 'max_single_amount': 2208285.119195444}",True
TX_77854435,CUST_20238,376266102512731,2024-09-30 00:02:32.712705+00:00,Education,supplies,Barnes & Noble,192329.67,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Edge,web,a369141c0740a2d037c3b3cefd8526c1,217.162.64.185,0,False,0,False,"{'num_transactions': 24, 'total_amount': 3730393.06872485, 'unique_merchants': 17, 'unique_countries': 4, 'max_single_amount': 848113.866994423}",False
TX_e43dba3b,CUST_56717,378516917602665,2024-09-30 00:02:34.242397+00:00,Entertainment,streaming,Hulu,122.62,AUD,Australia,Unknown City,medium,Gold Credit,False,Chrome,web,9aa2b5640e831c42aa2e8d368154a3a0,231.168.70.169,0,True,0,False,"{'num_transactions': 1011, 'total_amount': 39303443.17834249, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3071336.495834594}",False
TX_268eb8bd,CUST_70772,6396794676220749,2024-09-30 00:02:34.472918+00:00,Restaurant,fast_food,McDonald's,8855.87,RUB,Russia,Unknown City,medium,Premium Debit,False,iOS App,mobile,1fa74c906fe1fa1d13100fa53795a56a,249.175.204.255,1,False,0,False,"{'num_transactions': 92, 'total_amount': 6132666.49517251, 'unique_merchants': 56, 'unique_countries': 11, 'max_single_amount': 3217053.2412797017}",False
TX_0d4e04a0,CUST_74601,5791125818794619,2024-09-30 00:02:34.983174+00:00,Restaurant,premium,Nobu,29.9,MXN,Mexico,Unknown City,medium,Basic Debit,False,Chrome,web,189de8003690be9942ece47da3264b82,166.178.241.17,1,False,0,False,"{'num_transactions': 489, 'total_amount': 22033454.152710255, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2018219.4570098547}",True
TX_4072ba7e,CUST_66735,6870780348600637,2024-09-30 00:02:36.644466+00:00,Healthcare,pharmacy,Walgreens,615.77,SGD,Singapore,Unknown City,medium,Basic Debit,False,Edge,web,0f7b90edeaad6806086ba421ac1ad859,199.65.100.244,1,False,0,False,"{'num_transactions': 739, 'total_amount': 27569159.93729462, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 913181.037067486}",False
TX_1e66d17f,CUST_79180,5930465985280568,2024-09-30 00:02:37.713300+00:00,Grocery,online,Walmart Grocery,424.2,AUD,Australia,Unknown City,medium,Basic Debit,False,iOS App,mobile,109b95d4ab9895ac1a120831b61d5da5,166.141.69.22,0,False,0,False,"{'num_transactions': 384, 'total_amount': 6156734.517028118, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 1015459.0626285167}",False
TX_d1a5ebd9,CUST_72274,6350331525670966,2024-09-30 00:02:37.995407+00:00,Travel,booking,Expedia,9086.42,BRL,Brazil,Unknown City,medium,Gold Credit,False,iOS App,mobile,fe39740696ace7fe545e6bb4ee5af8b5,53.100.15.106,0,True,0,False,"{'num_transactions': 480, 'total_amount': 18278808.143073067, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 4924180.519007841}",False
TX_9558c8b8,CUST_66015,4835962604437107,2024-09-30 00:02:38.443461+00:00,Grocery,online,FreshDirect,5226.9,BRL,Brazil,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,2065a868b48ec8a6e59a402fe7a654a2,103.230.105.226,1,False,0,False,"{'num_transactions': 1584, 'total_amount': 33850802.216910504, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2073004.9533296735}",True
TX_891ccf89,CUST_88306,5306287095024496,2024-09-30 00:02:39.489630+00:00,Grocery,physical,Safeway,252.49,EUR,Germany,Unknown City,medium,Gold Credit,False,Safari,web,e908ec031d205b68c77ff2b47eccfcf2,155.116.168.196,0,False,0,False,"{'num_transactions': 256, 'total_amount': 7406299.089777846, 'unique_merchants': 89, 'unique_countries': 12, 'max_single_amount': 1663801.095741926}",False
TX_e006de11,CUST_88147,6679730031594111,2024-09-30 00:02:39.914772+00:00,Restaurant,casual,Red Lobster,47644.59,JPY,Japan,Unknown City,medium,Basic Credit,True,NFC Payment,pos,fe564f1694bc9205529f7bdd580418ff,190.2.126.110,0,False,0,False,"{'num_transactions': 698, 'total_amount': 55580429.598473996, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 4736492.092504898}",True
TX_4e812b48,CUST_42556,5770933284971529,2024-09-30 00:02:40.460373+00:00,Gas,local,Truck Stop,58519.12,JPY,Japan,Unknown City,medium,Platinum Credit,False,iOS App,mobile,31fd5dd1919f493905a21f9710b9d452,69.232.197.195,0,False,0,False,"{'num_transactions': 1019, 'total_amount': 123504164.94515593, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2960875.6069932203}",False
TX_f4df935b,CUST_66908,6341435296140844,2024-09-30 00:02:40.618405+00:00,Retail,physical,Walmart,25522.94,RUB,Russia,Unknown City,medium,Basic Debit,False,Edge,web,2007e9a4708d58d53173e41c0e66a12a,206.179.92.247,1,False,0,False,"{'num_transactions': 346, 'total_amount': 8432190.88081525, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 785155.3332513635}",False
TX_94998c98,CUST_25905,6540695000719493,2024-09-30 00:02:41.074070+00:00,Education,online,edX,34039.5,MXN,Mexico,Unknown City,medium,Basic Credit,False,Chrome,web,7df2504429690a7d57fd84c8cf6ea9cb,221.158.74.242,1,False,0,False,"{'num_transactions': 1394, 'total_amount': 62522940.29356036, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2284840.201147918}",True
TX_6a16d51f,CUST_31629,5919143910901187,2024-09-30 00:02:41.225595+00:00,Healthcare,medical,Lab Corp,335.45,GBP,UK,Unknown City,medium,Premium Debit,False,iOS App,mobile,78dd568f612b6709027cd5ca7027e44d,150.74.179.42,0,False,0,False,"{'num_transactions': 654, 'total_amount': 17852367.413820785, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2733843.9212192465}",False
TX_9f155fad,CUST_75854,4776461355471705,2024-09-30 00:02:42.368730+00:00,Retail,physical,Target,254.26,EUR,France,Unknown City,medium,Basic Debit,False,Edge,web,7d6410c53a26dfbd13dc3b3a45736149,166.150.121.53,0,False,0,False,"{'num_transactions': 158, 'total_amount': 1266778.6043812467, 'unique_merchants': 73, 'unique_countries': 12, 'max_single_amount': 528261.2081972976}",False
TX_97f03eee,CUST_26548,4822460840419224,2024-09-30 00:02:42.882351+00:00,Gas,major,BP,587.57,AUD,Australia,Unknown City,medium,Basic Credit,False,Android App,mobile,41024316af647ea2fb2467ae8eefae5b,19.213.215.250,0,False,0,False,"{'num_transactions': 2037, 'total_amount': 345791090.047821, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4324077.541796135}",False
TX_dd228004,CUST_33002,6939141346091338,2024-09-30 00:02:42.992558+00:00,Travel,hotels,Marriott,390.02,SGD,Singapore,Unknown City,medium,Basic Credit,False,Firefox,web,9a546668a396cc68e2e94980a8791001,214.110.182.167,1,True,0,False,"{'num_transactions': 1452, 'total_amount': 35353467.3187341, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2014281.510449743}",False
TX_74030805,CUST_43098,4934588813892822,2024-09-30 00:02:43.340204+00:00,Travel,airlines,United Airlines,1767.55,SGD,Singapore,Unknown City,medium,Basic Credit,False,iOS App,mobile,4a34ab94b27fd68168f78171ff6cb93e,10.153.247.192,1,True,0,False,"{'num_transactions': 471, 'total_amount': 14039472.682516102, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1000976.7066204222}",False
TX_d2e15e7d,CUST_22424,5044808923464286,2024-09-30 00:02:46.596505+00:00,Healthcare,pharmacy,Rite Aid,43841.48,JPY,Japan,Unknown City,medium,Basic Credit,False,Edge,web,9acbec789f68903a753cdf4831431312,132.75.12.90,1,False,0,False,"{'num_transactions': 1395, 'total_amount': 47125319.224544, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4622802.600950327}",False
TX_3ae71cbd,CUST_15746,376991109078929,2024-09-30 00:02:47.213941+00:00,Travel,airlines,JetBlue,162698.46,MXN,Mexico,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,5bc00f7089b5dfda321a2615524d2e6e,207.236.124.38,1,True,0,False,"{'num_transactions': 850, 'total_amount': 26813519.238511983, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3903535.888784617}",True
TX_7f8d3828,CUST_69062,6017975060820520,2024-09-30 00:02:47.560170+00:00,Education,supplies,University Bookstore,325.55,CAD,Canada,Unknown City,medium,Premium Debit,False,Chrome,web,6c015cb9375c051c7d291129085741c4,155.86.18.241,1,False,0,False,"{'num_transactions': 1643, 'total_amount': 46781558.30467132, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2038550.553009529}",False
TX_117ee8c5,CUST_10655,376128236816703,2024-09-30 00:02:49.156539+00:00,Grocery,online,Walmart Grocery,2.89,SGD,Singapore,Unknown City,medium,Platinum Credit,True,Magnetic Stripe,pos,db2a883371e6b6b7ef2d8007ca2dd57d,109.156.68.252,1,False,0,False,"{'num_transactions': 702, 'total_amount': 73266975.84090371, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1195390.2596432725}",True
TX_15a11dff,CUST_95114,6314509183770625,2024-09-30 00:02:49.898531+00:00,Grocery,online,Walmart Grocery,297.37,CAD,Canada,Unknown City,medium,Basic Credit,False,Firefox,web,8adc663994c78882ff80e688fc4c9d8c,15.151.253.255,0,False,0,False,"{'num_transactions': 264, 'total_amount': 7461185.568969973, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 974080.9455543534}",False
TX_0ff028d4,CUST_13005,373774582723465,2024-09-30 00:02:50.034569+00:00,Gas,major,Texaco,157010.22,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Firefox,web,956b00854c3ea7d54f7395b6ef46d3a9,104.198.52.73,0,False,0,False,"{'num_transactions': 290, 'total_amount': 34192238.1245187, 'unique_merchants': 94, 'unique_countries': 12, 'max_single_amount': 926988.575408394}",False
TX_06353870,CUST_10365,5898951353658774,2024-09-30 00:02:51.202143+00:00,Grocery,physical,Aldi,3505.53,BRL,Brazil,Unknown City,medium,Basic Credit,False,Edge,web,c5ef0f2ee00eaaf5797a8b6f790003a9,101.61.29.54,1,False,0,False,"{'num_transactions': 1390, 'total_amount': 46580842.49465129, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4998426.145487553}",True
TX_5177460c,CUST_41978,5334533805152978,2024-09-30 00:02:51.739868+00:00,Grocery,physical,Safeway,378.66,CAD,Canada,Unknown City,medium,Premium Debit,False,Edge,web,5431dbf47af8080220d196da5920834a,202.192.160.171,0,False,0,False,"{'num_transactions': 977, 'total_amount': 30012873.391562723, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3708312.801368765}",False
TX_812c13c7,CUST_45419,6912179936467972,2024-09-30 00:02:51.753751+00:00,Retail,online,Newegg,335002.12,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Firefox,web,b157ffe2650de43db3380befa5fe904d,223.28.238.199,1,False,0,False,"{'num_transactions': 682, 'total_amount': 35818588.371697016, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3086166.7104794774}",False
TX_86e20753,CUST_48875,372178681630376,2024-09-30 00:02:51.912232+00:00,Restaurant,casual,Olive Garden,406.93,EUR,Germany,Unknown City,medium,Gold Credit,False,Safari,web,32f6cf50d7e968d4584b748bb3e7faa4,202.12.107.199,0,False,0,False,"{'num_transactions': 2446, 'total_amount': 70128644.0801629, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3950892.1331353025}",False
TX_c375f7f1,CUST_52563,378566299279087,2024-09-30 00:02:53.159872+00:00,Entertainment,streaming,Netflix,43.3,GBP,UK,Unknown City,medium,Basic Credit,False,Edge,web,c1c47911a6c5b178366d86ec04621fc9,19.29.155.248,0,True,0,False,"{'num_transactions': 1371, 'total_amount': 22093787.59385164, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1035875.3720514063}",False
TX_e5b5b5ab,CUST_32119,5579129804701750,2024-09-30 00:02:53.356623+00:00,Restaurant,fast_food,Burger King,2335.94,AUD,Australia,Unknown City,medium,Platinum Credit,False,Firefox,web,957f0e69082c31e0d6b96ba32b51b05c,79.93.61.63,0,False,0,False,"{'num_transactions': 313, 'total_amount': 13053625.67831496, 'unique_merchants': 99, 'unique_countries': 12, 'max_single_amount': 2581372.582528298}",False
TX_b5ab1b7b,CUST_53681,374665954500326,2024-09-30 00:02:53.377098+00:00,Healthcare,pharmacy,Walgreens,397.85,EUR,France,Unknown City,medium,Premium Debit,False,Edge,web,5a5667123f17b82cf690cccd4252ee99,43.80.77.69,0,False,0,False,"{'num_transactions': 804, 'total_amount': 21027812.156501625, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2373708.07410022}",False
TX_8c8a3249,CUST_53580,5591249509963820,2024-09-30 00:02:53.661366+00:00,Grocery,online,Walmart Grocery,264.27,GBP,UK,Unknown City,medium,Premium Debit,False,Android App,mobile,0dbd9a24b016b38288ce590570f5bb62,214.119.72.53,0,False,0,False,"{'num_transactions': 814, 'total_amount': 18232510.26232087, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1587093.518713694}",False
TX_1458be59,CUST_28571,6343114550175733,2024-09-30 00:02:54.965667+00:00,Grocery,online,Walmart Grocery,21603.85,JPY,Japan,Unknown City,medium,Basic Debit,False,Chrome,web,0c963ee51387e09f92147ceaad2a1f6a,82.32.39.160,0,False,0,False,"{'num_transactions': 22, 'total_amount': 723210.3287104168, 'unique_merchants': 22, 'unique_countries': 5, 'max_single_amount': 131634.19317716584}",False
TX_2976064b,CUST_85031,5922378286595644,2024-09-30 00:02:55.394642+00:00,Entertainment,gaming,Epic Games,390.91,USD,USA,San Antonio,medium,Premium Debit,False,Edge,web,4f13f32264848a942aaf6ca96303695f,78.41.91.235,0,True,0,False,"{'num_transactions': 771, 'total_amount': 24553555.12506104, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 4581230.100904429}",False
TX_ea89f2de,CUST_72835,4316619369488497,2024-09-30 00:02:57.936587+00:00,Gas,local,Highway Gas Stop,1120.59,BRL,Brazil,Unknown City,medium,Basic Debit,False,Safari,web,5a3e7ac57ebf9617673013c64dadfc38,245.212.69.249,0,False,0,False,"{'num_transactions': 499, 'total_amount': 8079585.942313098, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 782550.52713061}",False
TX_b9736d06,CUST_99944,4555240205618757,2024-09-30 00:02:58.487431+00:00,Entertainment,streaming,Spotify,7.35,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Edge,web,b520f58ca57fb737e7886abaef221867,102.127.207.151,1,True,0,False,"{'num_transactions': 917, 'total_amount': 45325197.169638634, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4053938.9703904698}",True
TX_2605718c,CUST_95159,6453914889167137,2024-09-30 00:02:59.605589+00:00,Healthcare,medical,Medical Center,558.57,CAD,Canada,Unknown City,medium,Premium Debit,False,Firefox,web,f3e978f5cf40f464f6e0b9d504802a6e,46.214.185.173,1,False,0,False,"{'num_transactions': 52, 'total_amount': 1389413.6583774851, 'unique_merchants': 43, 'unique_countries': 12, 'max_single_amount': 574381.9901647901}",False
TX_12dc21b5,CUST_31102,5644876718357191,2024-09-30 00:02:59.696201+00:00,Retail,online,Newegg,6410.87,MXN,Mexico,Unknown City,medium,Basic Credit,False,iOS App,mobile,178933e7bf1d55001d4d0be197bddb1e,17.89.244.168,0,False,0,False,"{'num_transactions': 235, 'total_amount': 3493099.6330934525, 'unique_merchants': 97, 'unique_countries': 11, 'max_single_amount': 516441.00718981243}",False
